Brand,Model Name,Year,Price (USD),Mileage (km),Condition,City,Color,Battery (kWh),Range (km),Power (kW),0-100 km/h (s),Charging Type,Seller Type,Date Listed,Month,Sales Volume,Source,Data Type
BMW,BMW iX1,2021,50626.81805467112,27175.0,New,Sihanoukville,Silver,64.7,417,150,8.6,GB-T/CCS2,Authorized Dealer,12-04-2024,4,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2024,56180.22294447492,7434.0,New,Kampong Cham,Grey,40,200 PHEV,330,4.8,GB-T/CCS2,Dealer,20-08-2022,8,,Synthetic (New Formula),Synthetic
Nissan,Nissan Leaf,2024,29567.462364706975,26900.0,Fair,Phnom Penh,White,40/62,240-385,110,7.0,GB-T/CCS2,Authorized Dealer,22-08-2022,8,,Synthetic (New Formula),Synthetic
MG,MG 5,2022,20403.0653132254,3376.0,Excellent,Siem Reap,Blue,61.1,403,130,7.7,GB-T/CCS2,Dealer,06-02-2024,2,,Synthetic (New Formula),Synthetic
Mercedes,Mercedes EQB,2025,64772.08991379842,29841.0,Good,Phnom Penh,Silver,66.5,419,168,8.0,GB-T/CCS2,Authorized Dealer,24-01-2023,1,,Synthetic (New Formula),Synthetic
AION,AION ES,2024,32312.19120703905,0.0,Excellent,Phnom Penh,Silver,55.6,410,150,7.5,GB-T/CCS2,Authorized Dealer,24-03-2024,3,,Synthetic (New Formula),Synthetic
AION,AION Y Plus,2022,30779.888657679097,9900.0,Like New,Phnom Penh,Black,51.9/63.9,410-510,150,7.8,GB-T/CCS2,Private,04-04-2025,4,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2023,54421.77570249989,45068.0,Good,Phnom Penh,White,60/75/82,430-600,220,6.9,GB-T/CCS2,Dealer,16-11-2024,11,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 007,2022,56413.05728730796,14196.0,Excellent,Phnom Penh,Blue,75/100,530-688,310,3.5,GB-T/CCS2,Dealer,16-12-2024,12,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2024,74660.73228846374,50820.0,Like New,Phnom Penh,Black,86/100,560-620,200,3.3,GB-T/CCS2,Authorized Dealer,03-10-2025,10,,Synthetic (New Formula),Synthetic
AION,AION V,2024,40301.196341531904,11964.0,New,Phnom Penh,Silver,68.8/80,480-610,165,7.1,GB-T/CCS2,Dealer,07-06-2024,6,,Synthetic (New Formula),Synthetic
BYD,BYD Dolphin,2023,24952.58897824993,63056.0,New,Sihanoukville,Black,44.9/60.5,310-420,70,7.5,GB-T/CCS2,Authorized Dealer,03-04-2023,4,,Synthetic (New Formula),Synthetic
AION,AION V,2025,39394.47130506377,35938.0,New,Phnom Penh,Silver,68.8/80,480-610,165,7.1,GB-T/CCS2,Dealer,07-06-2024,6,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2022,53755.68182578588,26675.0,New,Siem Reap,White,40,200 PHEV,330,4.8,GB-T/CCS2,Private,11-01-2023,1,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 6,2020,38201.18571163243,25885.0,Fair,Phnom Penh,Black,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Authorized Dealer,28-09-2025,9,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2025,46028.66909827858,4680.0,Excellent,Phnom Penh,White,60/82,430-576,208,6.1,GB-T/CCS2,Private,09-12-2020,12,,Synthetic (New Formula),Synthetic
BYD,BYD Dolphin,2020,20242.4521665079,20957.0,New,Phnom Penh,Silver,44.9/60.5,310-420,70,7.5,GB-T/CCS2,Authorized Dealer,21-05-2022,5,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 7,2023,40241.620103496905,0.0,New,Siem Reap,Green,71.8/91.3,460-567,230,4.5,GB-T/CCS2,Authorized Dealer,25-09-2024,9,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2025,57356.460286725756,11304.0,Excellent,Phnom Penh,White,40,200 PHEV,330,4.8,GB-T/CCS2,Authorized Dealer,05-02-2022,2,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr X,2025,54349.339073541276,28440.0,Like New,Phnom Penh,Red,66,440,200,5.6,GB-T/CCS2,Authorized Dealer,11-12-2023,12,,Synthetic (New Formula),Synthetic
BYD,BYD M9,2020,43511.792726618194,3704.0,Like New,Phnom Penh,Blue,52,180 PHEV,180,,GB-T/CCS2,Authorized Dealer,11-04-2025,4,,Synthetic (New Formula),Synthetic
BYD,BYD M9,2024,59479.73275882228,17816.0,Excellent,Phnom Penh,Black,52,180 PHEV,180,,GB-T/CCS2,Private,04-07-2025,7,,Synthetic (New Formula),Synthetic
Arcfox,Arcfox Koala S,2022,24921.665723024125,54510.0,Excellent,Phnom Penh,Silver,42.8,301,120,8.5,GB-T/CCS2,Dealer,16-08-2025,8,,Synthetic (New Formula),Synthetic
AION,AION Y Plus,2024,33344.23916685538,44935.0,Excellent,Phnom Penh,Blue,51.9/63.9,410-510,150,7.8,GB-T/CCS2,Authorized Dealer,24-04-2024,4,,Synthetic (New Formula),Synthetic
BYD,BYD Dolphin,2023,23363.419989650756,12480.0,New,Phnom Penh,Silver,44.9/60.5,310-420,70,7.5,GB-T/CCS2,Dealer,03-05-2025,5,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 6,2025,45128.50227109823,37296.0,Good,Phnom Penh,Silver,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Dealer,05-09-2023,9,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 3,2023,29244.518123722944,28106.0,New,Battambang,White,50/60.5,340-420,150,7.3,GB-T/CCS2,Authorized Dealer,08-05-2024,5,,Synthetic (New Formula),Synthetic
Kia,Kia EV6,2024,49578.2587659785,14882.0,New,Phnom Penh,Grey,77.4,484,168,7.1,GB-T/CCS2,Authorized Dealer,19-03-2022,3,,Synthetic (New Formula),Synthetic
Kia,Kia EV5,2021,30327.59215157863,12265.0,Good,Phnom Penh,Silver,64.2/88,400-600,160,7.5,GB-T/CCS2,Dealer,28-06-2023,6,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2022,39865.9279610097,0.0,Fair,Sihanoukville,White,58/72.6,354-488,125,7.4,GB-T/CCS2,Authorized Dealer,08-05-2025,5,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2023,43832.85280846415,0.0,Excellent,Battambang,Grey,60/82,430-576,208,6.1,GB-T/CCS2,Authorized Dealer,19-10-2022,10,,Synthetic (New Formula),Synthetic
BYD,BYD Tang,2023,56827.21048849317,1185.0,Like New,Battambang,White,86.4/108.8,400-530,180,4.6,GB-T/CCS2,Private,10-04-2025,4,,Synthetic (New Formula),Synthetic
MG,MG 5,2024,21322.33011335666,30996.0,New,Battambang,Red,61.1,403,130,7.7,GB-T/CCS2,Private,13-05-2021,5,,Synthetic (New Formula),Synthetic
Xiaomi,Xiaomi SU7,2023,68764.22646172972,59472.0,Excellent,Phnom Penh,Silver,73.6/94.3,495-830,220,5.3,GB-T/CCS2,Dealer,03-12-2024,12,,Synthetic (New Formula),Synthetic
Leapmotor,Leapmotor T03,2022,11243.527920131402,1033.0,Like New,Battambang,Blue,41.3,403,80,,GB-T/CCS2,Authorized Dealer,11-04-2024,4,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2022,65244.186198746,46942.0,New,Phnom Penh,White,86/100,560-620,200,3.3,GB-T/CCS2,Private,19-01-2024,1,,Synthetic (New Formula),Synthetic
Avatr,Avatr 11,2024,66557.04128252146,0.0,New,Phnom Penh,Red,90/116,555-700,230,3.9,GB-T/CCS2,Authorized Dealer,19-07-2024,7,,Synthetic (New Formula),Synthetic
BYD,BYD Seal,2024,35963.2756293163,43512.0,Like New,Sihanoukville,White,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Dealer,02-11-2023,11,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 6,2022,39157.218149514876,5535.0,Good,Phnom Penh,Black,18.3,80-100 PHEV,145,8.5,GB-T/CCS2,Authorized Dealer,27-08-2024,8,,Synthetic (New Formula),Synthetic
BYD,BYD Atto 3,2025,29751.071813187205,0.0,Excellent,Kampong Cham,Silver,50/60.5,340-420,150,7.3,GB-T/CCS2,Dealer,13-10-2023,10,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2024,45048.173501351564,8272.0,Good,Battambang,Grey,60/82,430-576,208,6.1,GB-T/CCS2,Authorized Dealer,19-10-2022,10,,Synthetic (New Formula),Synthetic
Mercedes,Mercedes EQB,2025,64772.08991379842,56880.0,Good,Phnom Penh,White,66.5,419,168,8.0,GB-T/CCS2,Authorized Dealer,11-12-2021,12,,Synthetic (New Formula),Synthetic
BYD,BYD Seal,2025,36233.02921054685,37398.0,Like New,Sihanoukville,White,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Dealer,02-11-2023,11,,Synthetic (New Formula),Synthetic
BYD,BYD Han,2022,51378.1380838208,14926.0,Excellent,Kampot,White,76.9/85.4,500-610,180,3.9,GB-T/CCS2,Private,26-12-2020,12,,Synthetic (New Formula),Synthetic
AITO,AITO M5,2022,42310.86997253605,38991.0,Excellent,Battambang,White,40,200 PHEV,200,4.8,GB-T/CCS2,Authorized Dealer,11-11-2023,11,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 007,2024,63414.02091656358,35039.0,Excellent,Preah Vihear,Grey,75/100,530-688,310,3.5,GB-T/CCS2,Authorized Dealer,16-09-2024,9,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2025,73825.74726096146,12480.0,New,Battambang,Silver,86/100,560-620,200,3.3,GB-T/CCS2,Authorized Dealer,18-03-2022,3,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ4X,2022,41123.231885754525,0.0,New,Siem Reap,Grey,71.4,500,150,7.1,GB-T/CCS2,Authorized Dealer,21-01-2025,1,,Synthetic (New Formula),Synthetic
BYD,BYD Dolphin,2023,23987.553031678086,11154.0,Excellent,Phnom Penh,Silver,44.9/60.5,310-420,70,7.5,GB-T/CCS2,Authorized Dealer,21-05-2022,5,,Synthetic (New Formula),Synthetic
MG,MG ZS EV,2025,27997.556212744083,25146.0,Like New,Phnom Penh,White,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,10-01-2025,1,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2024,45182.039477888095,21720.0,New,Phnom Penh,Black,58/72.6,354-488,125,7.4,GB-T/CCS2,Dealer,24-07-2023,7,,Synthetic (New Formula),Synthetic
Kia,Kia EV5,2024,35705.082614504034,20540.0,Excellent,Phnom Penh,Silver,64.2/88,400-600,160,7.5,GB-T/CCS2,Dealer,28-06-2023,6,,Synthetic (New Formula),Synthetic
Denza,Denza D9,2020,60557.80972479272,18432.0,Excellent,Phnom Penh,Grey,103,600,230,6.9,GB-T/CCS2,Private,28-10-2022,10,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2022,50939.801019984596,32032.0,New,Phnom Penh,White,60/75/82,430-600,220,6.9,GB-T/CCS2,Authorized Dealer,24-01-2025,1,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 007,2025,65106.4634614208,14008.0,Excellent,Phnom Penh,Blue,75/100,530-688,310,3.5,GB-T/CCS2,Dealer,16-12-2024,12,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2024,59522.4797727679,33694.0,Like New,Sihanoukville,Silver,40,200 PHEV,330,4.8,GB-T/CCS2,Authorized Dealer,17-07-2023,7,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2022,43470.024870377536,9666.0,New,Battambang,Grey,60/82,430-576,208,6.1,GB-T/CCS2,Dealer,20-08-2025,8,,Synthetic (New Formula),Synthetic
AITO,AITO M5,2021,39642.654576500776,31745.0,Like New,Phnom Penh,Black,40,200 PHEV,200,4.8,GB-T/CCS2,Private,17-04-2025,4,,Synthetic (New Formula),Synthetic
BMW,BMW iX1,2024,56969.860052953496,8998.0,Fair,Siem Reap,Grey,64.7,417,150,8.6,GB-T/CCS2,Dealer,19-10-2024,10,,Synthetic (New Formula),Synthetic
Deepal,Deepal S07,2025,51837.080448371955,31426.0,Like New,Phnom Penh,Silver,31.6/80,200 PHEV,190,6.7,GB-T/CCS2,Private,20-06-2024,6,,Synthetic (New Formula),Synthetic
AION,AION Y Plus,2025,33661.219104235635,14922.0,New,Phnom Penh,Silver,51.9/63.9,410-510,150,7.8,GB-T/CCS2,Authorized Dealer,02-01-2025,1,,Synthetic (New Formula),Synthetic
BMW,BMW iX1,2021,51573.738565216554,8760.0,Like New,Phnom Penh,Red,64.7,417,150,8.6,GB-T/CCS2,Dealer,04-12-2022,12,,Synthetic (New Formula),Synthetic
Avatr,Avatr 11,2025,66679.50588336526,30336.0,New,Sihanoukville,Green,90/116,555-700,230,3.9,GB-T/CCS2,Dealer,04-11-2022,11,,Synthetic (New Formula),Synthetic
Kia,Kia EV9,2022,67737.45432979385,12950.0,Excellent,Phnom Penh,Silver,99.8,541,283,5.3,GB-T/CCS2,Private,26-02-2024,2,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 9,2025,66328.60789357634,3316.0,Excellent,Phnom Penh,Silver,123,438,300,6.5,GB-T/CCS2,Authorized Dealer,18-05-2022,5,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 9,2021,55057.87953613366,17238.0,Fair,Kampong Cham,White,123,438,300,6.5,GB-T/CCS2,Authorized Dealer,17-11-2022,11,,Synthetic (New Formula),Synthetic
Mercedes,Mercedes EQB,2023,62908.560727045086,37128.0,Good,Kampot,White,66.5,419,168,8.0,GB-T/CCS2,Dealer,28-08-2025,8,,Synthetic (New Formula),Synthetic
Nissan,Nissan Leaf,2023,28349.126207200487,29400.0,Good,Phnom Penh,Red,40/62,240-385,110,7.0,GB-T/CCS2,Dealer,15-07-2025,7,,Synthetic (New Formula),Synthetic
MG,MG ZS EV,2025,27997.556212744083,4250.0,Fair,Phnom Penh,White,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,21-01-2022,1,,Synthetic (New Formula),Synthetic
AION,AION ES,2024,31728.62247153995,29316.0,New,Phnom Penh,White,55.6,410,150,7.5,GB-T/CCS2,Dealer,16-02-2025,2,,Synthetic (New Formula),Synthetic
Denza,Denza D9,2022,69832.42277567025,1033.0,Like New,Phnom Penh,Cosmos Black,103,600,230,6.9,GB-T/CCS2,Authorized Dealer,10-04-2023,4,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2023,58772.58642641667,14235.0,New,Phnom Penh,Cosmos Black,60/75/82,430-600,220,6.9,GB-T/CCS2,Authorized Dealer,02-01-2023,1,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 8,2021,35188.89957842365,35938.0,New,Phnom Penh,Red,82/87.5,420-500,150,5.5,GB-T/CCS2,Authorized Dealer,22-10-2022,10,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2024,56542.57410855673,34340.0,New,Phnom Penh,Silver,60/75/82,430-600,220,6.9,GB-T/CCS2,Authorized Dealer,10-10-2023,10,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 9,2024,68075.99615447322,0.0,Good,Kampong Cham,Silver,123,438,300,6.5,GB-T/CCS2,Private,06-10-2024,10,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 6,2023,25216.686182044643,11412.0,Like New,Kampong Cham,White,59.6,399,110,,GB-T/CCS2,Dealer,17-05-2024,5,,Synthetic (New Formula),Synthetic
Avatr,Avatr 12,2025,67418.05854249377,39732.0,New,Phnom Penh,Silver,94.5,650,230,3.9,GB-T/CCS2,Dealer,14-07-2025,7,,Synthetic (New Formula),Synthetic
AION,AION Y Plus,2022,30325.56479269132,17824.0,Excellent,Phnom Penh,Blue,51.9/63.9,410-510,150,7.8,GB-T/CCS2,Private,09-07-2024,7,,Synthetic (New Formula),Synthetic
AITO,AITO M5,2024,46248.66809273333,1062.0,Excellent,Siem Reap,White,40,200 PHEV,200,4.8,GB-T/CCS2,Authorized Dealer,11-02-2023,2,,Synthetic (New Formula),Synthetic
MG,MG 5,2025,22004.110237479737,16928.0,Excellent,Sihanoukville,Silver,61.1,403,130,7.7,GB-T/CCS2,Authorized Dealer,22-03-2020,3,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2022,55277.8731296673,11664.0,New,Phnom Penh,White,60/75/82,430-600,220,6.9,GB-T/CCS2,Private,14-05-2022,5,,Synthetic (New Formula),Synthetic
AITO,AITO M5,2022,40157.299612710005,20196.0,New,Kampong Cham,Black,40,200 PHEV,200,4.8,GB-T/CCS2,Private,10-03-2022,3,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 7,2022,38507.404547553335,0.0,Good,Battambang,Black,71.8/91.3,460-567,230,4.5,GB-T/CCS2,Private,24-06-2024,6,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2021,40087.82402863718,56880.0,Excellent,Phnom Penh,Silver,60/82,430-576,208,6.1,GB-T/CCS2,Private,22-06-2020,6,,Synthetic (New Formula),Synthetic
Denza,Denza D9,2025,82016.74640140159,2238.0,New,Phnom Penh,Silver,103,600,230,6.9,GB-T/CCS2,Authorized Dealer,18-10-2023,10,,Synthetic (New Formula),Synthetic
MG,MG ZS EV,2025,27997.556212744083,16966.0,Good,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,10-05-2025,5,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ5,2022,32429.707516372197,9207.0,Excellent,Kep,White,71.2,630,180,6.8,GB-T/CCS2,Private,27-07-2025,7,,Synthetic (New Formula),Synthetic
Denza,Denza D9,2024,80071.56515630055,41750.0,New,Phnom Penh,Blue,103,600,230,6.9,GB-T/CCS2,Dealer,08-10-2024,10,,Synthetic (New Formula),Synthetic
MG,MG 4 EV,2023,24731.401076371807,9031.0,New,Siem Reap,Silver,51/64/77,350-520,125,7.7,GB-T/CCS2,Dealer,15-07-2023,7,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 9,2022,60786.68473349628,18432.0,New,Phnom Penh,White,123,438,300,6.5,GB-T/CCS2,Authorized Dealer,12-08-2022,8,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 6,2024,53989.84814034473,1766.0,Like New,Phnom Penh,Red,53/77.4,429-614,151,8.1,GB-T/CCS2,Dealer,23-02-2023,2,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 6,2023,49343.89533275535,871.0,New,Phnom Penh,Red,53/77.4,429-614,151,8.1,GB-T/CCS2,Dealer,23-02-2023,2,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2022,53747.244620318466,1100.0,New,Phnom Penh,White,60/75/82,430-600,220,6.9,GB-T/CCS2,Authorized Dealer,14-08-2024,8,,Synthetic (New Formula),Synthetic
XPeng,XPeng G6,2021,40388.63739144238,3408.0,Like New,Phnom Penh,Blue,66/87.5,435-570,190,6.2,GB-T/CCS2,Dealer,25-09-2023,9,,Synthetic (New Formula),Synthetic
XPeng,XPeng G6,2020,33807.77289567473,10538.0,Good,Phnom Penh,Grey,66/87.5,435-570,190,6.2,GB-T/CCS2,Authorized Dealer,21-06-2023,6,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2025,43397.440342873044,0.0,Like New,Phnom Penh,White,58/72.6,354-488,125,7.4,GB-T/CCS2,Authorized Dealer,25-08-2022,8,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2022,53441.69002830893,33136.0,Like New,Phnom Penh,Grey,40,200 PHEV,330,4.8,GB-T/CCS2,Dealer,18-04-2024,4,,Synthetic (New Formula),Synthetic
MG,MG 5,2024,21739.874626502427,42269.0,New,Siem Reap,Blue,61.1,403,130,7.7,GB-T/CCS2,Dealer,06-02-2024,2,,Synthetic (New Formula),Synthetic
Toyota,Toyota bZ5,2025,38061.60015450837,12446.0,Fair,Kep,White,71.2,630,180,6.8,GB-T/CCS2,Private,27-07-2025,7,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 7,2023,39423.827739207314,4230.0,Excellent,Phnom Penh,Blue,71.8/91.3,460-567,230,4.5,GB-T/CCS2,Authorized Dealer,11-08-2025,8,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2022,64131.49029955991,44935.0,Good,Sihanoukville,Blue,86/100,560-620,200,3.3,GB-T/CCS2,Private,11-08-2023,8,,Synthetic (New Formula),Synthetic
MG,MG 5,2023,19889.940497056814,40330.0,Fair,Phnom Penh,Blue,61.1,403,130,7.7,GB-T/CCS2,Authorized Dealer,02-02-2021,2,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 6,2025,54146.38590975628,35800.0,Like New,Phnom Penh,Red,53/77.4,429-614,151,8.1,GB-T/CCS2,Dealer,23-02-2023,2,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 007,2023,60002.187913271424,56784.0,Excellent,Preah Vihear,Grey,75/100,530-688,310,3.5,GB-T/CCS2,Authorized Dealer,16-09-2024,9,,Synthetic (New Formula),Synthetic
BYD,BYD Seal 5,2023,21000.68824158995,15376.0,New,Preah Vihear,White,15.8,80 PHEV,110,7.9,GB-T/CCS2,Authorized Dealer,01-05-2024,5,,Synthetic (New Formula),Synthetic
BYD,BYD Sealion 7,2025,41398.36935242597,24248.0,Like New,Kampot,White,71.8/91.3,460-567,230,4.5,GB-T/CCS2,Private,15-02-2025,2,,Synthetic (New Formula),Synthetic
Deepal,Deepal S07,2024,49543.58403147252,14076.0,Excellent,Phnom Penh,White,31.6/80,200 PHEV,190,6.7,GB-T/CCS2,Private,18-05-2025,5,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2024,59630.17212807841,36618.0,New,Siem Reap,White,60/75/82,430-600,220,6.9,GB-T/CCS2,Private,09-07-2023,7,,Synthetic (New Formula),Synthetic
BYD,BYD Seagull,2023,19221.605697889652,37653.0,Good,Battambang,Black,30/38.88,190-305,55,,GB-T/CCS2,Authorized Dealer,14-01-2025,1,,Synthetic (New Formula),Synthetic
BMW,BMW iX1,2025,57408.153807832074,56524.0,Excellent,Sihanoukville,Silver,64.7,417,150,8.6,GB-T/CCS2,Authorized Dealer,12-04-2024,4,,Synthetic (New Formula),Synthetic
Kia,Kia EV5,2022,31595.81785829472,17385.0,New,Phnom Penh,Black,64.2/88,400-600,160,7.5,GB-T/CCS2,Authorized Dealer,08-09-2023,9,,Synthetic (New Formula),Synthetic
XPeng,XPeng G6,2024,47869.7793490029,2202.0,New,Kep,White,66/87.5,435-570,190,6.2,GB-T/CCS2,Dealer,15-04-2025,4,,Synthetic (New Formula),Synthetic
MG,MG ZS EV,2024,27879.718005832416,3408.0,Like New,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,GB-T/CCS2,Private,10-05-2025,5,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2022,51684.864912304074,0.0,Like New,Siem Reap,White,40,200 PHEV,330,4.8,GB-T/CCS2,Private,11-01-2023,1,,Synthetic (New Formula),Synthetic
Nissan,Nissan Leaf,2025,29131.107499915033,33490.0,New,Kep,Silver,40/62,240-385,110,7.0,GB-T/CCS2,Private,27-01-2021,1,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 9,2025,66328.60789357634,47300.0,Excellent,Kampong Cham,Silver,123,438,300,6.5,GB-T/CCS2,Private,06-10-2024,10,,Synthetic (New Formula),Synthetic
Kia,Kia EV5,2023,34231.92914697483,64206.0,Fair,Phnom Penh,Black,64.2/88,400-600,160,7.5,GB-T/CCS2,Private,11-11-2024,11,,Synthetic (New Formula),Synthetic
Kia,Kia EV5,2025,36550.47924398757,28650.0,Excellent,Kampot,Silver,64.2/88,400-600,160,7.5,GB-T/CCS2,Dealer,13-05-2024,5,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model 3,2024,44468.65555226697,43734.0,Good,Siem Reap,White,60/82,430-576,208,6.1,GB-T/CCS2,Dealer,02-08-2023,8,,Synthetic (New Formula),Synthetic
Kia,Kia EV6,2023,50160.62830652177,0.0,New,Phnom Penh,Silver,77.4,484,168,7.1,GB-T/CCS2,Authorized Dealer,19-08-2025,8,,Synthetic (New Formula),Synthetic
Kia,Kia EV5,2023,34307.46023534644,24384.0,Excellent,Phnom Penh,Blue,64.2/88,400-600,160,7.5,GB-T/CCS2,Authorized Dealer,11-02-2024,2,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 8,2022,39857.14244625262,0.0,Like New,Phnom Penh,White,82/87.5,420-500,150,5.5,GB-T/CCS2,Private,13-07-2024,7,,Synthetic (New Formula),Synthetic
Deepal,Deepal L07,2023,42136.99582237411,22088.0,New,Siem Reap,Blue,31.6,200 PHEV,160,7.3,GB-T/CCS2,Dealer,25-09-2024,9,,Synthetic (New Formula),Synthetic
Xiaomi,Xiaomi SU7,2025,76225.25556206713,38064.0,New,Siem Reap,White,73.6/94.3,495-830,220,5.3,GB-T/CCS2,Dealer,13-09-2024,9,,Synthetic (New Formula),Synthetic
Deepal,Deepal S07,2025,51837.080448371955,54229.0,Fair,Phnom Penh,White,31.6/80,200 PHEV,190,6.7,GB-T/CCS2,Dealer,24-09-2024,9,,Synthetic (New Formula),Synthetic
Tesla,Tesla Model Y,2023,56897.06021472619,4132.0,Excellent,Siem Reap,Red,60/75/82,430-600,220,6.9,GB-T/CCS2,Authorized Dealer,08-04-2021,4,,Synthetic (New Formula),Synthetic
Avatr,Avatr 12,2023,61015.93698401386,18496.0,New,Phnom Penh,Silver,94.5,650,230,3.9,GB-T/CCS2,Dealer,14-07-2025,7,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 007,2021,53517.906981762266,1158.0,New,Phnom Penh,Blue,75/100,530-688,310,3.5,GB-T/CCS2,Dealer,16-12-2024,12,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2023,42989.3786459883,808.0,Excellent,Phnom Penh,Blue,58/72.6,354-488,125,7.4,GB-T/CCS2,Authorized Dealer,09-02-2025,2,,Synthetic (New Formula),Synthetic
AION,AION Y Plus,2020,25939.695010036172,26992.0,New,Phnom Penh,Black,51.9/63.9,410-510,150,7.8,GB-T/CCS2,Dealer,17-10-2024,10,,Synthetic (New Formula),Synthetic
Avatr,Avatr 12,2022,60864.73376267339,0.0,New,Phnom Penh,Silver,94.5,650,230,3.9,GB-T/CCS2,Dealer,14-07-2025,7,,Synthetic (New Formula),Synthetic
AITO,AITO M7,2022,48799.824401465674,55440.0,Like New,Kampong Cham,White,40,200 PHEV,330,4.8,GB-T/CCS2,Dealer,01-07-2025,7,,Synthetic (New Formula),Synthetic
BYD,BYD Seal,2022,32048.845987555098,55016.0,Like New,Phnom Penh,Green,61.4/82.5,400-550,150,3.8,GB-T/CCS2,Dealer,19-01-2024,1,,Synthetic (New Formula),Synthetic
BYD,BYD Han,2024,60333.98317673369,19171.0,New,Battambang,Silver,76.9/85.4,500-610,180,3.9,GB-T/CCS2,Dealer,01-03-2021,3,,Synthetic (New Formula),Synthetic
Avatr,Avatr 12,2024,68997.08048078392,13024.0,New,Phnom Penh,White,94.5,650,230,3.9,GB-T/CCS2,Authorized Dealer,01-01-2025,1,,Synthetic (New Formula),Synthetic
Hyundai,Hyundai Ioniq 5,2023,42908.381145353414,36642.0,Good,Kampong Cham,Blue,58/72.6,354-488,125,7.4,GB-T/CCS2,Private,08-10-2023,10,,Synthetic (New Formula),Synthetic
Zeekr,Zeekr 001,2023,72992.64391461726,55154.0,New,Preah Vihear,Silver,86/100,560-620,200,3.3,GB-T/CCS2,Authorized Dealer,05-06-2025,6,,Synthetic (New Formula),Synthetic
VinFast,VinFast VF 9,2025,66328.60789357634,8400.0,New,Phnom Penh,White,123,438,300,6.5,GB-T/CCS2,Authorized Dealer,11-02-2023,2,,Synthetic (New Formula),Synthetic
